Battery_power_mAh,Bluetooh,Speed_of_microprocessor,Dual_sim,Front_camera,4G,Internal_memeory_gb,Mobile_depth,Mobile_weight,Cores_of_processor,Primary_camera,px_height,Pixel_width,Ram_mb,Screen_height,Screen_weight,talk_time,3G,touch_screen,wifi,price_range
1.0709596416029432,1,2.1,0,1.0,0,13.0,10.0,156.0,2,2.0,0.7412989607384464,0.3089265490452283,1.0685374441177196,17.0,1.0,15,1,0,0,3
0.8273949495767638,1,2.8,1,4.0,1,38.0,7.0,114.0,3,20.0,-0.4036965759578877,-1.0727256261511522,-1.0025378263922176,8.0,7.0,20,1,0,0,0
-1.674264831140723,0,1.2,1,5.0,1,8.0,4.0,111.0,3,13.0,-1.0009875547463296,-0.01507898617670349,0.4230553918661808,11.0,0.0,12,1,0,0,1
-0.6317168970473572,1,1.4,1,0.0,1,57.0,6.0,114.0,8,3.0,-0.7981340147804438,0.42232848637290443,0.6065567181491183,18.0,9.0,7,1,1,1,2
-1.637843942613444,1,1.6,1,7.0,1,51.0,3.0,132.0,4,19.0,-0.2143666053230608,-1.4036741371278398,1.5111537085187745,16.0,1.0,4,1,0,1,3
-0.643098424712132,0,0.5,0,1.0,1,41.0,10.0,143.0,7,6.0,-0.30226980597494474,-0.40851427894619213,1.071303795770226,17.0,8.0,12,1,1,0,3
0.4882254251664767,0,1.6,1,12.0,1,52.0,3.0,96.0,2,18.0,-1.0325425498521341,0.1376664804279215,0.2294107761907192,10.0,1.0,10,1,1,1,2
-0.8821105056724015,0,0.5,0,3.0,0,21.0,4.0,200.0,5,7.0,1.1853228204415522,0.0265788683518306,-1.5180013509759462,12.0,7.0,10,1,0,1,0
0.7500005614562957,1,0.5,0,16.0,0,33.0,10.0,150.0,8,20.0,-0.5231547717155761,-1.3828452098635728,-1.4903378344508804,5.0,1.0,6,1,1,1,0
0.1832004837505138,1,0.9,0,3.0,1,41.0,9.0,107.0,1,18.0,-1.2624432284801383,-0.2303112345741296,0.09478166243539826,18.0,5.0,3,1,1,1,1
0.16271373395391928,1,2.2,1,0.0,1,51.0,6.0,100.0,4,0.0,-1.0528279038487227,1.5447762333917396,1.586767320353955,7.0,0.0,12,1,1,0,3
-1.3533057509940756,1,2.7,0,0.0,0,22.0,7.0,157.0,8,3.0,-0.7530554503435802,-0.8574933777537261,-0.795061452454223,12.0,1.0,15,1,0,0,0
-1.168925002824725,0,1.3,1,16.0,0,60.0,4.0,160.0,8,17.0,1.1019274762333549,-0.00582168517036258,-0.7360459505340823,10.0,4.0,15,1,0,0,1
-1.4785025553065976,1,2.3,1,1.0,0,61.0,6.0,160.0,4,10.0,-0.48709192016608527,-1.0102388443583512,-0.010339700359852325,13.0,7.0,2,1,0,1,1
1.1073805301302224,1,1.6,1,6.0,1,6.0,5.0,119.0,2,18.0,-0.08138484023431333,0.1284091794215806,1.2031665578730404,6.0,5.0,4,1,1,0,3
-1.0209651431826532,0,2.0,1,16.0,1,11.0,3.0,87.0,6,17.0,-0.6719140343572259,-1.2069564907430954,0.9634160813224689,6.0,1.0,2,1,0,1,2
-1.5445154157622911,0,0.5,1,15.0,0,50.0,3.0,159.0,2,20.0,1.8096609378921125,0.8365927064066601,0.023778636687729005,18.0,12.0,11,1,1,0,2
0.2469370386732523,0,2.9,0,5.0,0,44.0,6.0,132.0,1,14.0,-0.47582227905686936,-0.6584614061173967,0.3317657873334632,18.0,2.0,11,1,0,1,2
0.9275523930267815,1,2.3,0,8.0,1,41.0,2.0,185.0,2,10.0,2.4339990553426727,1.5748624616623477,1.1201760082978427,18.0,10.0,19,1,1,0,3
0.03296431857548729,1,0.5,1,5.0,1,5.0,2.0,152.0,2,19.0,0.08991370462576816,-1.243985694768459,-0.22703724647286888,15.0,0.0,4,1,1,0,1
0.950315448356331,0,1.0,0,5.0,1,34.0,1.0,166.0,3,7.0,0.5294297078851877,0.47324364190777946,-0.4566444336309162,15.0,12.0,14,1,1,0,1
-0.09906140233589965,1,2.8,0,1.0,1,20.0,8.0,110.0,2,14.0,2.1071794631754117,0.9268513912184839,-1.4940263033208891,9.0,3.0,12,1,1,0,0
1.1028279190643124,1,1.1,1,1.0,0,42.0,10.0,164.0,8,14.0,-0.9987336265244865,1.2485426011888305,1.3488610782383876,10.0,5.0,3,1,0,0,3
-0.4200204824825472,1,1.8,1,3.0,1,40.0,8.0,196.0,7,10.0,-1.3931710653470426,-1.1051261796733456,0.15840775044304994,16.0,12.0,12,1,0,1,1
-1.503541916169102,1,2.6,1,2.0,1,57.0,2.0,162.0,8,8.0,0.8562493000524485,0.42001416112131923,-0.7876845147142053,15.0,3.0,5,1,0,1,0
0.7021981452642417,1,3.0,1,2.0,1,14.0,7.0,198.0,3,19.0,0.8945660798237824,1.343429936503825,-0.06013403010497102,5.0,0.0,15,1,0,1,2
0.9457628372904211,1,1.5,1,0.0,1,43.0,3.0,109.0,2,0.0,-0.2233823182104335,-1.4407033411532033,0.9108553999248437,12.0,5.0,10,1,1,0,3
0.4973306472982965,0,1.9,1,1.0,1,16.0,3.0,102.0,3,10.0,0.8292021613903303,0.08212267438987605,-0.6309245877388316,17.0,8.0,12,1,0,1,1
1.5876809975837163,0,2.1,1,10.0,1,46.0,6.0,104.0,3,20.0,0.04934299663259096,-0.49877296375801594,0.3944697581236127,14.0,7.0,13,1,0,0,2
-0.94584706059514,1,2.7,1,13.0,0,60.0,5.0,148.0,8,19.0,0.39870187101828347,0.45704336514668287,-1.1242572991025077,14.0,11.0,17,1,1,1,0
-0.5725329531905287,0,1.3,1,0.0,1,61.0,4.0,107.0,3,9.0,-0.1444948304459223,-0.998667218100425,1.6955771520192142,9.0,4.0,20,1,0,1,3
-0.39953373268595266,0,1.4,1,2.0,1,48.0,10.0,128.0,5,4.0,-1.1677782431627248,-1.3157297775676011,0.7245877219893996,15.0,13.0,9,1,1,1,2
0.5587908966880801,0,3.0,0,3.0,0,12.0,6.0,134.0,3,5.0,0.6105711238715421,-0.6538327556142262,-0.6152485950412943,14.0,4.0,20,1,1,0,1
-1.0004783933860588,1,2.3,0,1.0,1,63.0,8.0,144.0,8,6.0,-0.6403590392514213,-0.6399468041047148,-1.5613408601985497,15.0,6.0,6,1,1,1,0
-0.1878373181211426,1,1.2,1,0.0,1,50.0,8.0,159.0,2,0.0,-0.7282622399033052,-1.630478011783192,-1.525378288715964,7.0,0.0,15,1,1,0,0
1.0959990024654476,0,2.0,0,15.0,1,55.0,5.0,168.0,2,18.0,0.24318082371110422,0.23486814099450104,0.02193440225272461,14.0,2.0,5,1,1,1,2
-1.2212800300826885,0,2.6,1,2.0,1,9.0,7.0,141.0,3,3.0,-0.31804730352784694,0.7370767205884954,0.7660829967769985,10.0,4.0,19,1,0,0,2
-1.417042305916814,0,1.9,1,13.0,1,44.0,8.0,81.0,3,17.0,0.01328014508310012,0.8481643326645862,1.145073173170402,18.0,8.0,13,1,1,0,3
0.27197639953575675,1,0.5,0,11.0,1,36.0,3.0,155.0,4,14.0,2.0733705398477644,1.4036023930450408,0.8702822423547469,9.0,4.0,4,1,1,0,3
0.007924957712982869,0,1.1,1,0.0,0,10.0,6.0,165.0,2,1.0,-0.4194740735107899,-0.061365491208408035,-0.9905503025646889,11.0,1.0,4,1,0,1,0
-0.16507426279159312,0,1.5,1,0.0,1,43.0,8.0,80.0,4,1.0,-0.991971841858957,-1.5008757976944194,1.7232406685442803,7.0,1.0,7,1,1,0,3
0.476843897501702,1,0.5,1,6.0,1,45.0,8.0,138.0,7,11.0,-0.16928804088619726,1.0934828093326203,1.1561385797804282,13.0,11.0,2,1,1,1,3
0.38351537065054914,1,2.4,0,1.0,1,22.0,7.0,104.0,4,4.0,1.1875767486633955,-0.07988009322108985,0.06250755982282133,9.0,7.0,13,1,0,1,2
-1.4420816667793184,0,1.0,0,8.0,1,9.0,1.0,142.0,3,16.0,-1.0933986118419,-0.5219162162738682,-1.5973034316811354,15.0,6.0,4,1,0,0,0
-0.45644137100982635,0,1.2,0,3.0,0,43.0,7.0,141.0,1,5.0,-1.4450114144494357,-1.4198744138889363,1.4613593787736558,11.0,0.0,12,1,1,1,3
-0.9549522827269598,0,0.6,1,8.0,1,42.0,9.0,188.0,6,20.0,-0.6899454601319712,-0.02202196193145917,-0.2860527483930096,5.0,4.0,13,1,0,1,1
-0.28344215050525035,0,2.8,0,4.0,1,9.0,4.0,197.0,3,15.0,0.8900582233800961,-0.417771579952533,-1.1224130646675032,10.0,7.0,17,1,1,0,0
-0.08995618020407986,1,2.5,1,15.0,1,16.0,2.0,116.0,4,20.0,1.1785610357760228,0.6954188660599613,1.2206867850055823,17.0,13.0,10,1,0,1,3
0.7978029776483495,1,0.6,1,0.0,1,58.0,9.0,85.0,7,7.0,-0.7350240245688348,-0.10533767098852735,1.2354406604856174,19.0,10.0,6,1,1,1,3
-0.5452172867950693,0,2.9,1,11.0,1,64.0,2.0,199.0,4,19.0,1.6947105985781103,0.8435356821614158,0.4322765640412028,14.0,11.0,16,1,1,0,2
-0.5247305369984747,0,0.8,0,11.0,0,61.0,10.0,114.0,3,15.0,0.9734535675882937,-0.2997409921216864,-0.10623989098008094,10.0,3.0,11,1,0,0,1
-0.25385017857683606,1,2.9,1,5.0,1,57.0,8.0,163.0,1,13.0,0.6376182625336603,-0.468686735487408,-0.0702773194974952,11.0,5.0,17,1,1,1,1
-0.3540076220268537,1,2.9,1,1.0,1,64.0,8.0,178.0,3,11.0,0.8562493000524485,-0.30899829312802735,1.001222887240059,13.0,3.0,4,1,0,0,3
-1.2986744182031569,0,0.5,1,0.0,0,3.0,1.0,155.0,5,13.0,0.04708906841074778,-0.11228064674328303,0.5733604983190391,9.0,5.0,8,1,1,1,2
0.16043742842096434,0,1.1,1,0.0,0,33.0,5.0,100.0,4,14.0,-0.19858910777015856,0.34827007832217716,0.19344820470813345,10.0,1.0,11,1,0,1,2
1.1051042245972673,0,2.0,1,2.0,1,57.0,5.0,177.0,3,5.0,2.1635276687214913,1.5563478596496658,0.6434414068492061,19.0,3.0,16,1,1,0,3
1.681009524434869,1,2.0,1,7.0,1,54.0,10.0,171.0,7,18.0,1.309288872642927,-0.02202196193145917,-0.14128034524516447,18.0,7.0,14,1,1,0,2
-0.8047161175519333,0,2.3,1,0.0,1,15.0,4.0,103.0,7,0.0,0.27924367526059507,-1.040325072628959,-0.6585881042638976,16.0,10.0,5,1,1,1,0
-0.8183739507496629,1,2.5,0,11.0,1,14.0,7.0,83.0,6,15.0,-0.5456940539340078,-0.33908452139863526,-1.63695447203373,16.0,10.0,2,1,0,1,0
0.2651474829368919,0,2.3,0,10.0,1,23.0,2.0,132.0,5,16.0,0.01328014508310012,-0.8343501252378739,-1.1473102295400626,19.0,4.0,8,1,1,0,0
0.9708021981529256,1,0.5,0,3.0,1,60.0,2.0,194.0,6,18.0,2.0891480374006663,1.0009097992692113,-0.4824637157209778,18.0,17.0,14,1,0,0,2
-1.4693973331747778,0,0.5,0,6.0,0,31.0,4.0,156.0,7,7.0,1.3250663701958294,0.15155243193743287,-0.39855104892827775,6.0,2.0,7,1,0,0,1
1.467036804337104,1,0.5,0,3.0,1,10.0,3.0,146.0,6,13.0,0.4302568661240879,1.1281976881063986,0.4387313845637182,16.0,8.0,20,1,0,0,3
1.123314668860907,1,1.1,0,4.0,1,12.0,8.0,119.0,8,9.0,0.4032097274619698,-0.8574933777537261,-0.7526440604491218,16.0,7.0,11,1,0,1,1
-1.5832126098225252,0,0.5,0,0.0,0,57.0,7.0,192.0,5,4.0,-0.572741192596126,-0.6191178768404477,0.26629546489080713,17.0,14.0,15,1,0,0,1
1.594509914182581,1,2.8,1,0.0,1,55.0,6.0,199.0,4,10.0,-0.7327700963469916,-1.6929647935759933,-0.9933166542171955,14.0,10.0,18,1,1,0,0
-1.5604495544929757,0,2.4,1,1.0,1,8.0,5.0,121.0,7,3.0,-0.7215004552377757,-0.8088925474704364,-0.8485442510693504,11.0,4.0,8,1,1,1,0
-0.9253603107985454,0,0.7,1,2.0,1,39.0,7.0,103.0,4,3.0,-1.1722860996064113,0.5843312539838703,-0.29988450665554256,5.0,2.0,11,1,0,1,1
0.952591753889286,1,2.4,0,3.0,0,42.0,1.0,198.0,5,16.0,2.5354258253256154,1.2601142274467567,0.4359650329112116,18.0,1.0,14,1,0,0,3
-0.23563973431319649,1,2.0,1,0.0,0,46.0,3.0,83.0,1,4.0,-0.7936261583367574,1.375830490026018,0.8343196708721612,19.0,17.0,9,1,1,1,3
1.2211958067779698,1,1.5,0,3.0,0,41.0,1.0,163.0,1,7.0,2.2266376589331003,1.4290599708124783,0.20174725966565324,19.0,13.0,14,1,1,1,3
-1.0368992819133378,0,1.8,1,0.0,1,43.0,10.0,106.0,3,4.0,1.2461788824313182,0.5079585206815579,-0.09978507045756554,16.0,4.0,18,1,1,0,1
-0.8456896171451224,0,1.4,1,0.0,1,4.0,7.0,135.0,6,1.0,-1.2962521518077859,1.6720641222289272,-1.2303007791152605,13.0,6.0,3,1,1,0,0
0.16271373395391928,1,1.1,1,13.0,0,7.0,10.0,194.0,5,14.0,-1.1903175253811566,-1.7091650703370898,0.9754036051499975,8.0,4.0,5,1,1,0,2
1.2872086672336631,0,0.5,0,9.0,1,22.0,6.0,153.0,7,19.0,1.156021753557591,-0.017393311428288715,1.2428175982256349,9.0,1.0,20,1,0,1,3
1.5057339983973381,1,2.3,0,1.0,1,18.0,2.0,89.0,7,9.0,0.9238671467077437,0.947680318482751,0.6886251505068138,12.0,1.0,13,1,1,1,3
-0.7500847847610145,1,1.4,0,0.0,0,53.0,3.0,82.0,8,0.0,-0.022782706466390718,-0.6445754546078852,0.9800141912375084,12.0,9.0,4,1,0,0,2
-0.35173131649389877,1,2.6,0,3.0,1,40.0,9.0,107.0,3,11.0,-0.7282622399033052,-1.1120691554281013,-0.16525539290022162,15.0,4.0,10,1,1,0,1
1.2280247233768344,0,0.5,0,0.0,0,15.0,5.0,102.0,3,0.0,1.802899153226583,1.6257776171972225,-0.8393230788943284,5.0,0.0,14,1,0,0,1
-1.0619386427758424,1,2.4,1,1.0,1,10.0,5.0,80.0,4,2.0,1.345351724192418,1.0657109063135977,1.0307306382001293,18.0,11.0,4,1,1,0,3
0.31977881572781064,0,1.1,0,5.0,1,36.0,8.0,200.0,2,7.0,-0.24141374398517892,0.28809762178096127,1.200400206220534,5.0,4.0,17,1,1,1,3
-0.16507426279159312,0,2.0,0,3.0,1,25.0,8.0,198.0,5,4.0,-1.321045362248061,-0.11228064674328303,0.33545425620347197,13.0,5.0,15,1,0,0,2
-0.9390181439962751,1,2.4,1,0.0,1,58.0,3.0,88.0,4,1.0,-1.0505739756268795,-1.0773542766543227,0.6812482127667963,9.0,3.0,18,1,0,1,2
0.7408953393244758,0,2.3,0,4.0,1,25.0,5.0,189.0,6,17.0,1.383668503963752,1.65123519496466,-0.5792860235587086,6.0,4.0,7,1,1,1,1
1.6354834137757701,0,0.9,1,11.0,0,31.0,6.0,181.0,3,16.0,-0.5614715514869101,1.1119974113453022,1.5461941627838582,12.0,0.0,7,1,0,1,3
0.7568294780551604,0,1.4,0,0.0,1,19.0,1.0,100.0,6,1.0,0.15302369483737713,0.3390127773158363,-1.344643314085533,12.0,10.0,13,1,1,0,0
0.3994495093812338,0,2.0,1,2.0,0,54.0,8.0,99.0,7,3.0,-0.8634979332138959,-0.977838290836158,1.5443499283488538,17.0,7.0,7,1,0,1,3
1.255340389772294,0,2.5,1,9.0,0,2.0,1.0,184.0,1,14.0,-0.052083773350352025,-1.0634683251448114,-0.6991612618339943,7.0,0.0,20,1,1,1,1
-1.3510294454611205,0,0.5,0,1.0,0,41.0,10.0,197.0,7,10.0,-0.7169925987940894,-1.5541052784808795,0.7725378172995139,12.0,9.0,4,1,1,1,2
-1.2986744182031569,0,2.9,1,7.0,0,30.0,2.0,195.0,8,12.0,-0.27747659553466975,-0.45248645872631144,0.25338582384577635,10.0,5.0,7,1,1,1,1
0.07621412370163128,1,2.5,1,0.0,0,22.0,9.0,133.0,6,8.0,-0.09040055312168604,-1.3481303310897943,0.10215860017541585,19.0,4.0,4,1,0,0,1
-0.8479659226780772,0,0.5,1,5.0,1,46.0,5.0,179.0,8,7.0,0.1056912021786704,1.0055384497723816,1.5683249760039109,12.0,11.0,2,1,1,1,3
-1.5991467485532098,0,2.4,1,12.0,1,3.0,3.0,182.0,7,14.0,1.6699173881378355,0.6653326377893533,-1.6968920911713727,12.0,9.0,4,1,1,0,0
1.1711170850529609,0,0.5,1,0.0,1,31.0,1.0,134.0,1,18.0,2.1297187453938435,1.5609765101528361,-0.7378901849690866,17.0,0.0,17,1,0,1,2
-0.04670637507793586,0,1.8,1,1.0,1,14.0,5.0,147.0,3,4.0,-0.9378775645347207,-1.4707895694238113,-1.5917707283761222,17.0,0.0,5,1,0,0,0
0.6794350899346923,1,2.5,0,4.0,1,43.0,3.0,137.0,1,5.0,0.4370186507896175,-0.2789120648574194,1.4392285655536032,18.0,17.0,17,1,1,1,3
-1.030070365314473,0,2.2,1,0.0,0,33.0,5.0,141.0,7,6.0,-0.3112855188623174,1.0309960275398191,0.24508676888825656,12.0,11.0,5,1,0,1,2
1.00039417008134,0,2.1,0,3.0,1,64.0,9.0,134.0,3,11.0,-0.471314422613183,-1.6559355895506296,-1.702424794476386,19.0,0.0,10,1,1,0,0
1.3099717225632126,0,1.4,1,1.0,1,9.0,4.0,141.0,2,2.0,0.24994260837663373,-1.0773542766543227,1.3202754444958196,18.0,12.0,16,1,0,0,3
0.5064358694301163,0,2.4,1,3.0,1,40.0,5.0,141.0,7,4.0,1.397192073294811,0.10758025215731355,1.5443499283488538,16.0,1.0,4,1,0,0,3
-1.6674359145418582,0,1.6,0,6.0,1,41.0,8.0,159.0,1,7.0,0.5181600667759718,-0.5242305415254535,0.7753041689520205,13.0,10.0,15,1,0,0,2
-0.9003209499360411,1,0.5,0,1.0,1,56.0,1.0,147.0,5,17.0,-1.1384771762787635,-1.0449537231321295,0.19990302523064885,10.0,1.0,20,1,1,1,1
1.0322624475427091,1,2.1,0,3.0,1,61.0,9.0,176.0,6,12.0,0.7435528889602896,1.722979277763802,-0.7102266684440207,16.0,7.0,19,1,0,0,1
0.561067202221035,0,1.0,0,2.0,1,32.0,7.0,84.0,2,9.0,-0.3045237341967879,-0.5520024445444762,0.02101228503522241,19.0,1.0,11,1,1,0,2
1.0322624475427091,0,2.3,1,4.0,1,46.0,9.0,139.0,1,6.0,0.0651204941854932,1.558662184901251,-0.6733419797439328,16.0,10.0,6,1,1,0,1
-1.3692398897247602,0,2.3,0,3.0,1,60.0,8.0,97.0,4,4.0,1.0816421222367663,1.7067790010027055,-1.6139015415961748,18.0,4.0,8,1,0,1,0
-0.03304854188020618,0,0.5,0,16.0,1,6.0,4.0,109.0,6,18.0,0.22965725438004514,-0.9847812665909137,-1.4921820688858847,10.0,0.0,11,1,1,1,0
0.5519619800892153,1,0.7,1,4.0,1,37.0,6.0,96.0,5,13.0,-1.1925714536029999,0.6514466862798419,0.7568618246019765,10.0,5.0,16,1,1,1,2
-0.6317168970473572,1,1.5,1,10.0,0,51.0,3.0,152.0,6,16.0,-0.20535089243568808,-1.4592179431658852,0.7900580444320556,15.0,6.0,7,1,1,1,2
0.13084545649255003,0,0.9,1,0.0,1,14.0,5.0,124.0,5,3.0,0.3739086605780085,0.04740779561609765,-1.5069359443659198,7.0,1.0,4,1,1,1,0
-0.10361401340180955,0,0.9,0,11.0,0,26.0,5.0,166.0,1,20.0,0.19134047460871112,1.1050544355905465,-1.4645185523608188,17.0,14.0,4,1,0,1,0
0.46090975877101736,0,2.1,1,11.0,1,3.0,1.0,118.0,8,17.0,-0.153510543333295,-0.417771579952533,0.1777722120105961,16.0,4.0,7,1,0,1,2
-1.6423965536793539,0,1.4,1,3.0,1,33.0,8.0,183.0,4,8.0,0.03356549907968872,-0.6422611293563001,1.4567487926861449,17.0,16.0,11,1,0,1,3
-1.116569975566761,1,1.7,0,0.0,1,27.0,9.0,150.0,8,4.0,-0.4397594275073785,0.7000475165631317,0.0016478234676762502,18.0,9.0,7,1,0,0,1
-0.256126484109791,1,2.4,0,2.0,1,10.0,4.0,160.0,6,3.0,1.3025270879773976,0.8319640559034897,-0.06843308506249081,7.0,6.0,12,1,1,1,2
0.7591057835881154,0,0.6,0,0.0,1,58.0,2.0,157.0,7,8.0,1.0455792706872753,1.5864340879202736,0.3114792085484148,12.0,8.0,10,1,0,0,3
0.07166151263572139,1,0.6,1,2.0,1,32.0,5.0,101.0,7,6.0,-0.7801025890056983,-0.9408090868107943,1.51760852904129,5.0,3.0,13,1,1,0,3
1.4010239438814105,0,3.0,0,2.0,1,8.0,1.0,101.0,5,5.0,-0.3135394470841606,-1.4453319916563738,-0.2196603087328513,17.0,4.0,20,1,1,0,1
-1.3965555561202194,1,1.2,1,5.0,1,10.0,2.0,183.0,4,8.0,-0.022782706466390718,-0.94775206256555,1.1054221328178073,9.0,1.0,7,1,1,1,2
0.7704873112528902,0,0.5,1,0.0,1,42.0,3.0,197.0,5,4.0,0.901327864489312,1.1235690376032283,-0.059211912887468826,19.0,6.0,12,1,0,0,2
-1.6036993596191198,0,0.5,1,0.0,1,16.0,10.0,189.0,5,1.0,-0.5682333361524396,-0.12153794774962394,1.661458814971633,16.0,12.0,20,1,0,0,3
-0.6658614800416814,0,1.7,1,8.0,1,25.0,8.0,143.0,6,15.0,0.011026216861256943,1.130512013357984,0.048675801560288355,7.0,5.0,13,1,1,1,2
1.6172729695121304,0,1.3,1,0.0,0,23.0,1.0,101.0,5,1.0,0.4370186507896175,-0.26734043859949325,0.32623308402844997,14.0,8.0,20,1,0,0,3
-0.6635851745087266,0,0.8,1,0.0,1,22.0,1.0,197.0,2,13.0,1.1965924615507681,-0.07293711746633416,0.6618837511992501,16.0,12.0,2,1,0,0,2
-1.2190037245497336,1,2.7,0,12.0,1,30.0,3.0,113.0,1,20.0,-0.9626707749749956,-0.4316575314620444,-0.6014168367787613,14.0,7.0,7,1,0,0,0
-0.16735056832454806,1,2.4,0,11.0,0,41.0,2.0,178.0,6,12.0,-0.1828116102172563,-0.9732096403329875,-1.2542758267703176,19.0,12.0,15,1,0,0,0
-0.6362695081132672,1,2.6,1,15.0,0,20.0,10.0,84.0,4,19.0,-0.18957339488278585,0.8782505609351942,1.6974213864542187,16.0,1.0,6,1,0,0,3
0.5997643962812691,1,1.2,0,0.0,0,54.0,2.0,138.0,5,12.0,-1.3075217929170018,-1.5355906764681977,1.4466055032936207,17.0,14.0,16,1,1,0,3
0.3220551212607656,1,2.1,1,1.0,1,4.0,8.0,92.0,3,13.0,-0.5073772741626739,-1.7392512986076978,-1.223845958592745,13.0,2.0,15,1,1,0,0
0.0625562905039016,0,0.5,0,0.0,1,5.0,1.0,95.0,6,9.0,1.6225848954791287,1.0333103527914045,-0.4031616350157887,11.0,0.0,18,1,0,0,2
1.5831283865178063,1,2.6,1,0.0,1,46.0,1.0,103.0,1,17.0,-0.05884555801588156,0.10989457740889878,0.7522512385144655,13.0,9.0,2,1,1,1,3
1.5171155260621128,1,0.5,0,3.0,1,6.0,5.0,151.0,1,5.0,0.45955793300804926,-0.8181498484767773,-0.5341022799011008,9.0,5.0,10,1,1,0,1
1.3486689166234467,0,1.4,1,2.0,0,43.0,9.0,150.0,5,5.0,-0.07687698379062698,0.2996692480388874,1.5766240309614308,17.0,7.0,13,1,1,1,3
-1.462568416575913,0,1.4,0,8.0,0,46.0,6.0,165.0,1,18.0,0.6939664680797397,-0.6191178768404477,0.35113024890100936,15.0,4.0,15,1,1,0,1
0.736342728258566,1,1.3,1,1.0,1,7.0,2.0,190.0,5,15.0,-0.0070052089134884764,0.6514466862798419,0.10953553791543343,12.0,10.0,6,1,0,0,2
0.5724487298858097,1,0.5,1,4.0,1,64.0,3.0,150.0,8,8.0,1.739789163014974,0.49175824392046125,1.3608486020659163,17.0,9.0,7,1,1,1,3
0.647566812473323,1,2.4,0,5.0,1,57.0,2.0,117.0,2,6.0,-0.8973068565415435,-1.648992613795874,1.702954089759232,18.0,12.0,10,1,1,1,3
-1.3624109731258953,0,0.6,0,0.0,0,20.0,1.0,163.0,4,15.0,0.1462619101718476,-0.1678244527813285,0.6637279856342545,7.0,5.0,18,1,1,0,2
